train_loss,train_loss_det
0.320405,0.320405
0.335619,0.335619
0.336708,0.336707
0.336086,0.336086
0.336836,0.336836
0.336822,0.336822
0.335829,0.335829
0.335458,0.335458
0.335390,0.335390
0.328428,0.328428
0.328133,0.328132
0.329211,0.329211
0.327451,0.327451
0.327980,0.327979
0.329088,0.329088
0.328194,0.328194
0.329210,0.329210
0.323056,0.323056
0.323235,0.323235
0.323155,0.323155
0.323629,0.323629
0.324638,0.324638
0.324411,0.324411
0.324515,0.324515
0.322766,0.322766
0.322412,0.322412
0.322144,0.322144
0.322106,0.322106
0.322652,0.322651
0.322260,0.322259
0.322498,0.322498
0.322638,0.322638
0.322866,0.322866
0.320456,0.320456
0.321569,0.321570
0.320136,0.320135
0.321344,0.321344
0.320795,0.320795
0.320242,0.320242
0.321694,0.321693
0.320690,0.320690
0.330952,0.330951
0.332019,0.332019
0.331078,0.331078
0.330417,0.330417
0.331926,0.331926
0.330090,0.330090
0.332090,0.332090
0.329628,0.329628
0.331030,0.331029
0.331327,0.331327
0.328772,0.328772
0.331533,0.331533
0.328954,0.328954
0.329795,0.329795
0.331010,0.331010
0.331819,0.331819
0.325724,0.325724
0.325456,0.325456
0.325290,0.325290
0.326019,0.326019
0.325377,0.325377
0.325746,0.325746
0.326217,0.326216
0.324991,0.324991
0.330913,0.330912
0.330279,0.330279
0.329501,0.329500
0.330580,0.330580
0.328556,0.328556
0.328659,0.328658
0.330670,0.330669
0.331067,0.331066
0.333035,0.333035
0.331773,0.331773
0.332647,0.332647
0.333124,0.333124
0.331773,0.331772
0.332128,0.332128
0.333142,0.333141
0.332458,0.332458
0.337474,0.337473
0.338984,0.338984
0.336994,0.336994
0.338828,0.338828
0.339066,0.339066
0.338030,0.338030
0.337223,0.337223
0.338030,0.338030
0.306053,0.306053
0.305606,0.305605
0.305323,0.305323
0.305364,0.305364
0.305866,0.305866
0.305461,0.305461
0.306010,0.306010
0.305606,0.305606
0.315747,0.315747
0.315930,0.315930
0.315602,0.315602
0.315389,0.315389
0.316095,0.316095
0.316601,0.316601
0.315041,0.315040
0.315750,0.315750
0.319480,0.319480
0.318595,0.318595
0.318183,0.318183
0.318134,0.318133
0.318752,0.318751
0.319549,0.319549
0.319469,0.319469
0.319062,0.319061
0.339681,0.339680
0.338808,0.338808
0.337557,0.337556
0.338515,0.338515
0.339775,0.339774
0.337395,0.337394
0.338059,0.338058
0.339569,0.339569
0.334220,0.334219
0.334194,0.334193
0.333227,0.333227
0.332088,0.332087
0.333677,0.333677
0.332986,0.332986
0.331929,0.331929
0.334111,0.334111
0.317562,0.317562
0.317586,0.317586
0.317769,0.317769
0.318296,0.318295
0.317546,0.317545
0.318661,0.318661
0.317965,0.317965
0.318338,0.318337
0.320784,0.320783
0.320492,0.320492
0.320261,0.320260
0.319499,0.319499
0.320599,0.320599
0.319942,0.319942
0.319742,0.319742
0.320881,0.320881
0.316142,0.316142
0.316214,0.316214
0.316992,0.316992
0.316608,0.316608
0.316459,0.316459
0.316395,0.316395
0.316109,0.316109
0.316798,0.316798
0.313147,0.313147
0.313482,0.313482
0.313358,0.313358
0.313644,0.313644
0.313849,0.313849
0.313015,0.313015
0.313887,0.313887
0.312951,0.312951
0.328398,0.328398
0.328232,0.328232
0.328269,0.328269
0.328557,0.328557
0.328190,0.328190
0.328315,0.328315
0.328340,0.328340
0.327877,0.327877
0.326782,0.326782
0.324501,0.324500
0.326218,0.326218
0.325902,0.325901
0.325248,0.325248
0.326579,0.326578
0.324635,0.324634
0.326216,0.326216
0.324635,0.324634
0.324186,0.324186
0.323718,0.323718
0.324676,0.324676
0.324402,0.324402
0.323314,0.323314
0.322822,0.322822
0.322639,0.322639
0.327542,0.327542
0.327301,0.327301
0.328923,0.328922
0.329019,0.329019
0.329073,0.329073
0.328173,0.328173
0.327477,0.327477
0.328169,0.328169
0.320896,0.320896
0.319879,0.319878
0.320641,0.320641
0.320162,0.320162
0.320244,0.320243
0.321259,0.321259
0.319852,0.319852
0.320311,0.320311
0.334642,0.334642
0.335098,0.335098
0.333113,0.333113
0.333665,0.333665
0.333726,0.333726
0.334295,0.334295
0.334930,0.334930
0.333784,0.333784
0.322891,0.322890
0.321771,0.321770
0.321622,0.321622
0.321886,0.321886
0.322658,0.322657
0.321830,0.321829
0.323193,0.323192
0.322528,0.322528
0.337355,0.337355
0.335328,0.335328
0.335943,0.335943
0.337467,0.337467
0.336981,0.336981
0.336975,0.336975
0.335222,0.335222
0.336514,0.336514
0.313502,0.313502
0.313724,0.313724
0.315321,0.315320
0.315161,0.315161
0.314280,0.314280
0.315880,0.315880
0.313448,0.313448
0.315589,0.315589
0.326977,0.326977
0.326685,0.326685
0.328634,0.328634
0.328706,0.328706
0.327574,0.327573
0.326801,0.326801
0.328647,0.328646
0.327721,0.327720
0.332300,0.332300
0.332507,0.332507
0.333154,0.333153
0.332023,0.332022
0.332752,0.332751
0.333079,0.333079
0.332057,0.332056
0.333169,0.333169
0.318280,0.318279
0.317502,0.317502
0.317732,0.317732
0.317708,0.317707
0.318635,0.318635
0.318551,0.318551
0.318197,0.318197
0.318803,0.318803
0.322612,0.322612
0.324975,0.324975
0.324637,0.324637
0.321694,0.321694
0.324028,0.324028
0.321375,0.321375
0.324114,0.324114
0.324407,0.324407
0.305758,0.305758
0.305168,0.305167
0.306404,0.306403
0.305619,0.305619
0.306030,0.306030
0.306054,0.306054
0.306286,0.306286
0.305771,0.305770
0.323241,0.323241
0.322656,0.322655
0.323556,0.323556
0.322227,0.322227
0.321824,0.321824
0.321968,0.321968
0.323440,0.323440
0.323026,0.323026
0.329001,0.329000
0.329453,0.329453
0.329833,0.329833
0.329037,0.329036
0.328400,0.328399
0.329130,0.329129
0.329633,0.329633
0.329888,0.329888
0.306907,0.306906
0.307168,0.307167
0.306704,0.306704
0.306633,0.306633
0.306976,0.306975
0.306745,0.306744
0.306478,0.306478
0.307521,0.307521
0.323441,0.323441
0.323908,0.323908
0.323532,0.323531
0.324831,0.324831
0.324680,0.324680
0.324777,0.324777
0.323054,0.323054
0.323965,0.323964
0.338659,0.338658
0.338388,0.338387
0.339244,0.339244
0.338007,0.338007
0.337884,0.337884
0.339547,0.339546
0.337731,0.337730
0.339525,0.339524
0.335481,0.335480
0.333609,0.333608
0.334506,0.334506
0.335468,0.335468
0.333677,0.333677
0.335351,0.335351
0.334469,0.334469
0.333770,0.333770
0.321500,0.321500
0.322171,0.322171
0.321068,0.321067
0.322002,0.322001
0.322680,0.322680
0.320893,0.320892
0.323026,0.323025
0.322525,0.322524
0.340489,0.340489
0.339551,0.339551
0.340948,0.340948
0.340153,0.340153
0.341275,0.341274
0.339491,0.339490
0.341083,0.341082
0.341479,0.341478
0.350228,0.350228
0.349973,0.349972
0.349370,0.349370
0.350017,0.350016
0.350392,0.350391
0.348403,0.348403
0.348324,0.348323
0.349052,0.349052
0.333628,0.333628
0.335364,0.335363
0.333882,0.333882
0.334264,0.334264
0.335335,0.335335
0.335182,0.335182
0.334537,0.334536
0.333576,0.333576
0.332381,0.332380
0.331275,0.331275
0.332405,0.332405
0.331986,0.331985
0.332643,0.332643
0.332149,0.332148
0.330388,0.330388
0.330141,0.330141
0.338426,0.338425
0.339034,0.339034
0.338958,0.338958
0.337507,0.337506
0.338245,0.338244
0.337703,0.337702
0.337561,0.337560
0.339046,0.339045
0.325997,0.325997
0.325171,0.325171
0.325183,0.325182
0.325691,0.325690
0.325571,0.325570
0.325206,0.325206
0.325404,0.325403
0.325089,0.325088
0.322690,0.322690
0.320784,0.320784
0.322765,0.322765
0.320593,0.320593
0.321146,0.321146
0.322489,0.322488
0.320480,0.320480
0.321741,0.321741
0.308557,0.308557
0.309587,0.309586
0.309104,0.309103
0.308498,0.308497
0.309827,0.309826
0.309075,0.309074
0.309681,0.309681
0.308473,0.308472
0.336607,0.336606
0.337040,0.337040
0.335648,0.335648
0.335862,0.335861
0.336077,0.336076
0.336880,0.336879
0.336153,0.336152
0.336422,0.336421
0.334791,0.334790
0.334843,0.334842
0.335159,0.335158
0.335323,0.335322
0.335395,0.335394
0.333877,0.333877
0.334558,0.334558
0.334526,0.334525
0.312436,0.312436
0.312854,0.312853
0.312027,0.312027
0.312315,0.312315
0.312356,0.312355
0.312810,0.312809
0.311806,0.311806
0.313171,0.313171
0.317802,0.317802
0.319025,0.319025
0.318237,0.318237
0.318204,0.318203
0.317867,0.317867
0.318471,0.318470
0.318680,0.318680
0.318802,0.318802
0.322790,0.322790
0.323468,0.323467
0.321956,0.321956
0.323084,0.323084
0.323708,0.323707
0.323649,0.323648
0.323705,0.323704
0.321945,0.321945
0.332280,0.332279
0.331860,0.331860
0.331877,0.331876
0.332374,0.332373
0.331279,0.331278
0.332574,0.332573
0.331123,0.331122
0.331202,0.331201
0.343958,0.343957
0.342378,0.342378
0.343748,0.343748
0.343150,0.343149
0.342102,0.342102
0.342328,0.342327
0.343466,0.343465
0.342901,0.342901
0.336377,0.336377
0.336138,0.336138
0.337011,0.337010
0.336760,0.336759
0.335987,0.335986
0.337817,0.337817
0.337890,0.337889
0.337700,0.337699
0.334106,0.334106
0.334710,0.334709
0.333813,0.333813
0.334065,0.334064
0.334190,0.334190
0.334486,0.334485
0.334853,0.334852
0.334575,0.334574
0.335223,0.335222
0.334294,0.334293
0.336073,0.336072
0.336336,0.336335
0.335868,0.335867
0.335666,0.335666
0.335112,0.335111
0.335099,0.335098
0.318977,0.318976
0.317960,0.317959
0.317681,0.317681
0.319198,0.319198
0.319074,0.319074
0.318413,0.318413
0.317592,0.317591
0.317541,0.317540
0.337857,0.337856
0.336786,0.336785
0.337907,0.337906
0.337571,0.337571
0.337657,0.337656
0.335985,0.335984
0.335847,0.335846
0.337218,0.337218
0.343719,0.343718
0.344298,0.344297
0.342974,0.342973
0.343586,0.343585
0.343025,0.343024
0.344270,0.344269
0.342921,0.342920
0.344364,0.344363
0.335906,0.335906
0.335737,0.335737
0.335323,0.335323
0.333993,0.333993
0.336536,0.336536
0.333852,0.333851
0.334553,0.334553
0.336239,0.336239
0.337314,0.337313
0.338982,0.338981
0.337431,0.337430
0.339301,0.339300
0.339641,0.339640
0.339835,0.339834
0.338287,0.338286
0.339407,0.339407
0.328153,0.328152
0.328341,0.328340
0.328174,0.328173
0.328732,0.328731
0.329000,0.329000
0.329282,0.329281
0.328745,0.328744
0.327983,0.327983
0.336777,0.336776
0.336397,0.336397
0.336030,0.336029
0.334970,0.334969
0.336483,0.336482
0.334865,0.334864
0.336545,0.336545
0.335566,0.335566
0.337915,0.337914
0.335435,0.335434
0.337148,0.337148
0.335600,0.335600
0.337680,0.337679
0.337207,0.337206
0.336165,0.336164
0.337471,0.337470
0.350300,0.350299
0.351775,0.351774
0.351608,0.351607
0.350828,0.350827
0.351819,0.351819
0.350989,0.350988
0.350263,0.350262
0.350290,0.350289
0.332900,0.332900
0.334054,0.334053
0.334206,0.334205
0.334421,0.334420
0.332153,0.332152
0.334899,0.334898
0.334576,0.334575
0.331874,0.331873
0.326796,0.326796
0.327794,0.327794
0.326598,0.326597
0.327954,0.327953
0.327187,0.327186
0.328265,0.328264
0.327056,0.327056
0.328478,0.328477
0.330292,0.330291
0.328895,0.328894
0.330463,0.330462
0.331052,0.331051
0.330636,0.330635
0.330883,0.330882
0.329542,0.329541
0.328918,0.328917
0.329162,0.329162
0.330409,0.330409
0.330279,0.330279
0.330374,0.330373
0.329397,0.329396
0.329697,0.329696
0.328857,0.328856
0.329494,0.329494
0.328874,0.328873
0.327446,0.327445
0.327668,0.327667
0.329615,0.329614
0.328200,0.328200
0.328528,0.328527
0.329546,0.329546
0.329462,0.329461
0.325251,0.325250
0.325072,0.325071
0.323721,0.323721
0.325307,0.325306
0.324187,0.324187
0.323820,0.323819
0.324684,0.324683
0.324140,0.324139
0.335156,0.335155
0.334273,0.334272
0.336098,0.336097
0.334343,0.334342
0.336085,0.336084
0.336232,0.336231
0.334605,0.334604
0.335287,0.335286
0.322532,0.322531
0.323740,0.323739
0.324283,0.324282
0.322497,0.322496
0.324254,0.324253
0.324797,0.324797
0.324964,0.324963
0.323088,0.323087
0.330214,0.330213
0.329939,0.329938
0.331872,0.331871
0.331295,0.331294
0.332060,0.332059
0.332374,0.332373
0.331062,0.331060
0.332443,0.332441
0.314188,0.314187
0.313297,0.313297
0.315091,0.315091
0.312624,0.312623
0.312871,0.312870
0.315212,0.315211
0.312711,0.312710
0.315238,0.315237
0.345197,0.345196
0.345132,0.345131
0.343515,0.343514
0.344713,0.344713
0.343420,0.343420
0.344335,0.344334
0.345224,0.345223
0.344393,0.344392
0.330421,0.330421
0.330786,0.330786
0.329496,0.329495
0.331409,0.331409
0.331423,0.331423
0.330148,0.330147
0.329525,0.329524
0.331251,0.331250
0.343228,0.343227
0.343700,0.343700
0.343346,0.343345
0.343648,0.343648
0.342346,0.342345
0.343729,0.343729
0.342960,0.342960
0.343029,0.343028
0.319010,0.319009
0.319981,0.319981
0.317973,0.317972
0.320216,0.320216
0.318436,0.318436
0.318516,0.318515
0.320385,0.320385
0.318258,0.318257
0.332820,0.332819
0.332362,0.332361
0.333376,0.333375
0.331860,0.331859
0.333201,0.333200
0.333232,0.333231
0.332350,0.332349
0.332240,0.332239
0.328783,0.328782
0.327099,0.327098
0.326730,0.326729
0.327516,0.327514
0.328109,0.328108
0.328825,0.328824
0.328880,0.328879
0.327884,0.327883
0.333671,0.333670
0.334100,0.334100
0.333145,0.333144
0.333647,0.333646
0.332703,0.332702
0.333931,0.333930
0.331749,0.331748
0.331951,0.331950
0.334472,0.334471
0.334424,0.334423
0.333645,0.333644
0.333196,0.333195
0.334341,0.334340
0.333047,0.333046
0.333637,0.333636
0.334062,0.334061
0.335498,0.335496
0.335868,0.335866
0.336368,0.336366
0.334751,0.334750
0.336702,0.336701
0.336576,0.336575
0.336304,0.336302
0.334754,0.334753
0.313400,0.313400
0.314262,0.314261
0.311826,0.311825
0.314102,0.314101
0.312561,0.312560
0.311923,0.311922
0.313948,0.313948
0.311925,0.311924
0.317003,0.317002
0.314755,0.314754
0.316162,0.316161
0.316983,0.316982
0.314658,0.314658
0.316643,0.316642
0.316880,0.316879
0.315287,0.315287
0.326663,0.326661
0.325437,0.325435
0.325410,0.325408
0.326334,0.326332
0.325694,0.325693
0.325001,0.324999
0.326476,0.326474
0.325939,0.325937
0.310884,0.310884
0.311525,0.311525
0.312006,0.312005
0.311034,0.311033
0.310750,0.310749
0.311263,0.311262
0.310945,0.310945
0.311504,0.311503
0.349092,0.349090
0.349405,0.349403
0.350456,0.350454
0.350065,0.350063
