epoch,avg_train_loss,avg_train_loss_det,avg_valid_loss,time
1,0.244904,0.244697,0.053373,4910.575387
2,0.044825,0.044771,0.038610,4946.865894
3,0.032585,0.032920,0.027434,4951.719475
4,0.025057,0.025286,0.023932,4935.554210
5,0.020894,0.021238,0.016649,4939.969505
6,0.018154,0.018489,0.022385,4943.391151
7,0.016097,0.016368,0.013872,4955.475673
8,0.014507,0.014731,0.013871,4968.491591
