train_loss,train_loss_det
0.321830,0.321830
0.325474,0.325474
0.335255,0.335255
0.325468,0.325468
0.312311,0.312311
0.344565,0.344565
0.315479,0.315479
0.320199,0.320199
0.327535,0.327535
0.332655,0.332655
0.321128,0.321128
0.329235,0.329235
0.329405,0.329405
0.331201,0.331201
0.339563,0.339563
0.324568,0.324568
0.307825,0.307825
0.318287,0.318287
0.323137,0.323137
0.330792,0.330792
0.328660,0.328660
0.321554,0.321554
0.314960,0.314960
0.326296,0.326296
0.336260,0.336260
0.324438,0.324438
0.312386,0.312386
0.332834,0.332834
0.321894,0.321894
0.318059,0.318059
0.315766,0.315766
0.319277,0.319277
0.327535,0.327535
0.329130,0.329130
0.321925,0.321925
0.333516,0.333516
0.316075,0.316075
0.346132,0.346132
0.323431,0.323431
0.325132,0.325132
0.316025,0.316025
0.330573,0.330573
0.341623,0.341623
0.328504,0.328504
0.333852,0.333852
0.333560,0.333560
0.320199,0.320199
0.335844,0.335844
0.323932,0.323932
0.328210,0.328210
0.332938,0.332938
0.321716,0.321716
0.345385,0.345385
0.348652,0.348652
0.318854,0.318854
0.334493,0.334493
0.338749,0.338749
0.338153,0.338153
0.330792,0.330792
0.313367,0.313367
0.325401,0.325401
0.314246,0.314246
0.338639,0.338639
0.319050,0.319050
0.338032,0.338032
0.340094,0.340094
0.318760,0.318760
0.321592,0.321592
0.342789,0.342789
0.312406,0.312406
0.312694,0.312694
0.342737,0.342737
0.324568,0.324568
0.328877,0.328877
0.321554,0.321554
0.325318,0.325318
0.335255,0.335255
0.332431,0.332431
0.336047,0.336047
0.316965,0.316965
0.330107,0.330107
0.323596,0.323596
0.326519,0.326519
0.335285,0.335285
0.317921,0.317921
0.345031,0.345031
0.341589,0.341589
0.335458,0.335458
0.336921,0.336921
0.327328,0.327328
0.318547,0.318547
0.321940,0.321940
0.336162,0.336162
0.325362,0.325362
0.338196,0.338196
0.339149,0.339149
0.325285,0.325285
0.343647,0.343647
0.350951,0.350951
0.324308,0.324308
0.327673,0.327673
0.323743,0.323743
0.339620,0.339620
0.325342,0.325342
0.325753,0.325753
0.309890,0.309890
0.315703,0.315703
0.343973,0.343973
0.307825,0.307825
0.335074,0.335074
0.317837,0.317837
0.328902,0.328902
0.334773,0.334773
0.328520,0.328520
0.321128,0.321128
0.321261,0.321261
0.337063,0.337063
0.335931,0.335931
0.333865,0.333865
0.329405,0.329405
0.322103,0.322103
0.333104,0.333104
0.322387,0.322387
0.338592,0.338592
0.321523,0.321523
0.330410,0.330410
0.321062,0.321062
0.316390,0.316390
0.331513,0.331513
0.317504,0.317504
0.319280,0.319280
0.325945,0.325945
0.328125,0.328125
0.325829,0.325829
0.327282,0.327282
0.309053,0.309053
0.325721,0.325721
0.321286,0.321286
0.315703,0.315703
0.356539,0.356539
0.332579,0.332579
0.325847,0.325847
0.344703,0.344703
0.328530,0.328530
0.343215,0.343215
0.333919,0.333919
0.324934,0.324934
0.326441,0.326441
0.311220,0.311220
0.336437,0.336437
0.329221,0.329221
0.318258,0.318258
0.338584,0.338584
0.335734,0.335734
0.331399,0.331399
0.332501,0.332501
0.344565,0.344565
0.330550,0.330550
0.311482,0.311482
0.340940,0.340940
0.320785,0.320785
0.323137,0.323137
0.318504,0.318504
0.332655,0.332655
0.319413,0.319413
0.329977,0.329977
0.344485,0.344485
0.330809,0.330809
0.322260,0.322260
0.328593,0.328593
0.349005,0.349005
0.312240,0.312240
0.342350,0.342350
0.317048,0.317048
0.339354,0.339354
0.347176,0.347176
0.338921,0.338921
0.331383,0.331383
0.310043,0.310043
0.311655,0.311655
0.347124,0.347124
0.328180,0.328180
0.329406,0.329406
0.341806,0.341806
0.318340,0.318340
0.340548,0.340548
0.311674,0.311674
0.313464,0.313464
0.334121,0.334121
0.313936,0.313936
0.315479,0.315479
0.323427,0.323427
0.330518,0.330518
0.319847,0.319847
0.338928,0.338928
0.342965,0.342965
0.314960,0.314960
0.322540,0.322540
0.331627,0.331627
0.332734,0.332734
0.323979,0.323979
0.343170,0.343170
0.314565,0.314565
0.325468,0.325468
0.333275,0.333275
0.311762,0.311762
0.313309,0.313309
0.314624,0.314624
0.336140,0.336140
0.334316,0.334316
0.329235,0.329235
0.334923,0.334923
0.328708,0.328708
0.328041,0.328041
0.336595,0.336595
0.347299,0.347299
0.333558,0.333558
0.338702,0.338702
0.309423,0.309423
0.317107,0.317107
0.325759,0.325759
0.318388,0.318388
0.329679,0.329679
0.347080,0.347080
0.332067,0.332067
0.320576,0.320576
0.335246,0.335246
0.333929,0.333929
0.328606,0.328606
0.336695,0.336695
0.329037,0.329037
0.343672,0.343672
0.322886,0.322886
0.334417,0.334417
0.327476,0.327476
0.329885,0.329885
0.342177,0.342177
0.336058,0.336058
0.328414,0.328414
0.323757,0.323757
0.321830,0.321830
0.329580,0.329580
0.335148,0.335148
0.305610,0.305610
0.316416,0.316416
0.336353,0.336353
0.320425,0.320425
0.315058,0.315058
0.330483,0.330483
0.333619,0.333619
0.337921,0.337921
0.305838,0.305838
0.351164,0.351164
0.340715,0.340715
0.335928,0.335928
0.331756,0.331756
0.340184,0.340184
0.305447,0.305447
0.330449,0.330449
0.334697,0.334697
0.306849,0.306849
0.318118,0.318118
0.319973,0.319973
0.343087,0.343087
0.327703,0.327703
0.341907,0.341907
0.318343,0.318343
0.324016,0.324016
0.329985,0.329985
0.334773,0.334773
0.330983,0.330983
0.322271,0.322271
0.326910,0.326910
0.316306,0.316306
0.310307,0.310307
0.339532,0.339532
0.332871,0.332871
0.317988,0.317988
0.312963,0.312963
0.311276,0.311276
0.344990,0.344990
0.323006,0.323006
0.318194,0.318194
0.318046,0.318046
0.320368,0.320368
0.327966,0.327966
0.333385,0.333385
0.318338,0.318338
0.312311,0.312311
0.326874,0.326874
0.321577,0.321577
0.313860,0.313860
0.343242,0.343242
0.312689,0.312689
0.325747,0.325747
0.328962,0.328962
0.339158,0.339158
0.349422,0.349422
0.331201,0.331201
0.313594,0.313594
0.322681,0.322681
0.323216,0.323216
0.306846,0.306846
0.332909,0.332909
0.320731,0.320731
0.317528,0.317528
0.338256,0.338256
0.318287,0.318287
0.316970,0.316970
0.324470,0.324470
0.339563,0.339563
0.330941,0.330941
0.318177,0.318177
0.337613,0.337613
0.324508,0.324508
0.318551,0.318551
0.324435,0.324435
0.325474,0.325474
0.319540,0.319540
0.328253,0.328253
0.335247,0.335247
0.319467,0.319467
0.328660,0.328660
0.330062,0.330062
0.337084,0.337084
0.327614,0.327614
0.329453,0.329453
0.336820,0.336820
0.325523,0.325523
0.323683,0.323683
0.322653,0.322653
0.349870,0.349870
0.328631,0.328631
0.330308,0.330308
0.335430,0.335430
0.328419,0.328419
0.341813,0.341813
0.319435,0.319435
0.333802,0.333802
0.320854,0.320854
0.324633,0.324633
0.340520,0.340520
0.335255,0.335255
0.336140,0.336140
0.319277,0.319277
0.334316,0.334316
0.316075,0.316075
0.329405,0.329405
0.336058,0.336058
0.328419,0.328419
0.316416,0.316416
0.325468,0.325468
0.339354,0.339354
0.321592,0.321592
0.328504,0.328504
0.322540,0.322540
0.335148,0.335148
0.343647,0.343647
0.332938,0.332938
0.330573,0.330573
0.329235,0.329235
0.314959,0.314959
0.328125,0.328125
0.328593,0.328593
0.330518,0.330518
0.356539,0.356539
0.317528,0.317528
0.330483,0.330483
0.321940,0.321940
0.311655,0.311655
0.335247,0.335247
0.312311,0.312311
0.317107,0.317107
0.324435,0.324435
0.340715,0.340715
0.334772,0.334772
0.333275,0.333275
0.336046,0.336046
0.340520,0.340520
0.324438,0.324438
0.341623,0.341623
0.338749,0.338749
0.321894,0.321894
0.325759,0.325759
0.347080,0.347080
0.323216,0.323216
0.320854,0.320854
0.328041,0.328041
0.328660,0.328660
0.325285,0.325285
0.334493,0.334493
0.321062,0.321062
0.326441,0.326441
0.329977,0.329977
0.328414,0.328414
0.321830,0.321830
0.317988,0.317988
0.337613,0.337613
0.305447,0.305447
0.311482,0.311482
0.344703,0.344703
0.325747,0.325747
0.317921,0.317921
0.313936,0.313936
0.333802,0.333802
0.317837,0.317837
0.310043,0.310043
0.329985,0.329985
0.318388,0.318388
0.343672,0.343672
0.325721,0.325721
0.322387,0.322387
0.327282,0.327282
0.325132,0.325132
0.335458,0.335458
0.321523,0.321523
0.306849,0.306849
0.327614,0.327614
0.342965,0.342965
0.327476,0.327476
0.333929,0.333929
0.319540,0.319540
0.330308,0.330308
0.323596,0.323596
0.322260,0.322260
0.331399,0.331399
0.328877,0.328877
0.318258,0.318258
0.332834,0.332834
0.323743,0.323743
0.347124,0.347124
0.309423,0.309423
0.320199,0.320199
0.323979,0.323979
0.338153,0.338153
0.338196,0.338196
0.321924,0.321924
0.318059,0.318059
0.348652,0.348652
0.319467,0.319467
0.320425,0.320425
0.311674,0.311674
0.319412,0.319412
0.316390,0.316390
0.323006,0.323006
0.342737,0.342737
0.318340,0.318340
0.318551,0.318551
0.335285,0.335285
0.311276,0.311276
0.346132,0.346132
0.319050,0.319050
0.313464,0.313464
0.318547,0.318547
0.325847,0.325847
0.307825,0.307825
0.336437,0.336437
0.334773,0.334773
0.314246,0.314246
0.336352,0.336352
0.329221,0.329221
0.334697,0.334697
0.339158,0.339158
0.318177,0.318177
0.322681,0.322681
0.351164,0.351164
0.330550,0.330550
0.315703,0.315703
0.340094,0.340094
0.349005,0.349005
0.344990,0.344990
0.325753,0.325753
0.310307,0.310307
0.333560,0.333560
0.347176,0.347176
0.324016,0.324016
0.331201,0.331201
0.312689,0.312689
0.321286,0.321286
0.332655,0.332655
0.340548,0.340548
0.321261,0.321261
0.312240,0.312240
0.335733,0.335733
0.326519,0.326519
0.321554,0.321554
0.330449,0.330449
0.328902,0.328902
0.316970,0.316970
0.328708,0.328708
0.335928,0.335928
0.332431,0.332431
0.322103,0.322103
0.328606,0.328606
0.312963,0.312963
0.332501,0.332501
0.330107,0.330107
0.311220,0.311220
0.331756,0.331756
0.336921,0.336921
0.323683,0.323683
0.336695,0.336695
0.319435,0.319435
0.328180,0.328180
0.338256,0.338256
0.324307,0.324307
0.330983,0.330983
0.341907,0.341907
0.333515,0.333515
0.318343,0.318343
0.318287,0.318287
0.339149,0.339149
0.318760,0.318760
0.338584,0.338584
0.333919,0.333919
0.324508,0.324508
0.340184,0.340184
0.323932,0.323932
0.349422,0.349422
0.327966,0.327966
0.335074,0.335074
0.333384,0.333384
0.325474,0.325474
0.336820,0.336820
0.331626,0.331626
0.323431,0.323431
0.317048,0.317048
0.338638,0.338638
0.329453,0.329453
0.312386,0.312386
0.324470,0.324470
0.343087,0.343087
0.325362,0.325362
0.336260,0.336260
0.331513,0.331513
0.314565,0.314565
0.327328,0.327328
0.334121,0.334121
0.327673,0.327673
0.321128,0.321128
0.329406,0.329406
0.337063,0.337063
0.313309,0.313309
0.318338,0.318338
0.319973,0.319973
0.325342,0.325342
0.345031,0.345031
0.311762,0.311762
0.332909,0.332909
0.335844,0.335844
0.324568,0.324568
0.343242,0.343242
0.325523,0.325523
0.305610,0.305610
0.338921,0.338921
0.332579,0.332579
0.349870,0.349870
0.335931,0.335931
0.347299,0.347299
0.329037,0.329037
0.327703,0.327703
0.321716,0.321716
0.325829,0.325829
0.341806,0.341806
0.330792,0.330792
0.328631,0.328631
0.344565,0.344565
0.338702,0.338702
0.318118,0.318118
0.309890,0.309890
0.320731,0.320731
0.320576,0.320576
0.325318,0.325318
0.333558,0.333558
0.329679,0.329679
0.306846,0.306846
0.342177,0.342177
0.337084,0.337084
0.328210,0.328210
0.350951,0.350951
0.315479,0.315479
0.338928,0.338928
0.319847,0.319847
0.323756,0.323756
0.339563,0.339563
0.316306,0.316306
0.315058,0.315058
0.325945,0.325945
0.322652,0.322652
0.321577,0.321577
0.318194,0.318194
0.320785,0.320785
0.325401,0.325401
0.313594,0.313594
0.312406,0.312406
0.343170,0.343170
0.345385,0.345385
0.335246,0.335246
0.333619,0.333619
0.330410,0.330410
0.318045,0.318045
0.342788,0.342788
0.324934,0.324934
0.312694,0.312694
0.329885,0.329885
0.313367,0.313367
0.343215,0.343215
0.330941,0.330941
0.340940,0.340940
0.326874,0.326874
0.323137,0.323137
0.341813,0.341813
0.327535,0.327535
0.333865,0.333865
0.335430,0.335430
0.336162,0.336162
0.329130,0.329130
0.344485,0.344485
0.328530,0.328530
0.339619,0.339619
0.334417,0.334417
0.318854,0.318854
0.329580,0.329580
0.338031,0.338031
0.328962,0.328962
0.336595,0.336595
0.332067,0.332067
0.332734,0.332734
0.323426,0.323426
0.339532,0.339532
0.326910,0.326910
0.316965,0.316965
0.328253,0.328253
0.318504,0.318504
0.331383,0.331383
0.313860,0.313860
0.314624,0.314624
0.330062,0.330062
0.338592,0.338592
0.305838,0.305838
0.328520,0.328520
0.341589,0.341589
0.343972,0.343972
0.333104,0.333104
0.322886,0.322886
0.322271,0.322271
0.330809,0.330809
0.326296,0.326296
0.315766,0.315766
0.316025,0.316025
0.334922,0.334922
0.317504,0.317504
0.332871,0.332871
0.315703,0.315703
0.333852,0.333852
0.337921,0.337921
0.342350,0.342350
0.309052,0.309052
0.324633,0.324633
0.320368,0.320368
0.319280,0.319280
0.318287,0.318287
0.338749,0.338749
0.315058,0.315058
0.325753,0.325753
0.328877,0.328877
0.327328,0.327328
0.324435,0.324435
0.318045,0.318045
0.329580,0.329580
0.323431,0.323431
0.327673,0.327673
0.325285,0.325285
0.331383,0.331383
0.336352,0.336352
0.315766,0.315766
0.329130,0.329130
0.333929,0.333929
0.321128,0.321128
0.326441,0.326441
0.332579,0.332579
0.317528,0.317528
0.336436,0.336436
0.344990,0.344990
0.318258,0.318258
0.334697,0.334697
0.331399,0.331399
0.324934,0.324934
0.324508,0.324508
0.345385,0.345385
0.323006,0.323006
0.341805,0.341805
0.318177,0.318177
0.311761,0.311761
0.329405,0.329405
0.317988,0.317988
0.322886,0.322886
0.320368,0.320368
0.316970,0.316970
0.321286,0.321286
0.321939,0.321939
0.328180,0.328180
0.314624,0.314624
0.335931,0.335931
0.321577,0.321577
0.336260,0.336260
0.322652,0.322652
0.316965,0.316965
0.333104,0.333104
0.325829,0.325829
0.336595,0.336595
0.328253,0.328253
0.330983,0.330983
0.332655,0.332655
0.351164,0.351164
0.305838,0.305838
0.318551,0.318551
0.321592,0.321592
0.316416,0.316416
0.331201,0.331201
0.318117,0.318117
0.343087,0.343087
0.339532,0.339532
0.321894,0.321894
0.321924,0.321924
0.327535,0.327535
0.322681,0.322681
0.336694,0.336694
0.341907,0.341907
0.327476,0.327476
0.312239,0.312239
0.331626,0.331626
0.338196,0.338196
0.335733,0.335733
0.328413,0.328413
0.319540,0.319540
0.349870,0.349870
0.317107,0.317107
0.339619,0.339619
0.309052,0.309052
0.310043,0.310043
0.335074,0.335074
0.339158,0.339158
0.349005,0.349005
0.335927,0.335927
0.316390,0.316390
0.343972,0.343972
0.339563,0.339563
0.319277,0.319277
0.318338,0.318338
0.321830,0.321830
0.343170,0.343170
0.335247,0.335247
0.346132,0.346132
0.320731,0.320731
0.332431,0.332431
0.337613,0.337613
0.317837,0.317837
0.318854,0.318854
0.340715,0.340715
0.330410,0.330410
0.323932,0.323932
0.333619,0.333619
0.338256,0.338256
0.311275,0.311275
0.344703,0.344703
0.326910,0.326910
0.338592,0.338592
0.347299,0.347299
0.332734,0.332734
0.332871,0.332871
0.322540,0.322540
0.312963,0.312963
0.326874,0.326874
0.330518,0.330518
0.318343,0.318343
0.328210,0.328210
0.312386,0.312386
0.329037,0.329037
0.319435,0.319435
0.324633,0.324633
0.320854,0.320854
0.341623,0.341623
0.335430,0.335430
0.327703,0.327703
0.338638,0.338638
0.338153,0.338153
0.340548,0.340548
0.329220,0.329220
0.340094,0.340094
0.328902,0.328902
0.347176,0.347176
0.325474,0.325474
0.336140,0.336140
0.337921,0.337921
0.338031,0.338031
0.333852,0.333852
0.321523,0.321523
0.326519,0.326519
0.333558,0.333558
0.341813,0.341813
0.347080,0.347080
0.345031,0.345031
0.329985,0.329985
0.342177,0.342177
0.341589,0.341589
0.343215,0.343215
0.338702,0.338702
0.319973,0.319973
0.318547,0.318547
0.334316,0.334316
0.325362,0.325362
0.331512,0.331512
0.329977,0.329977
0.325945,0.325945
0.340520,0.340520
0.309890,0.309890
0.328419,0.328419
0.317921,0.317921
0.316306,0.316306
0.333275,0.333275
0.336058,0.336058
0.325721,0.325721
0.344485,0.344485
0.322260,0.322260
0.356539,0.356539
0.311674,0.311674
0.316025,0.316025
0.325342,0.325342
0.332501,0.332501
0.324015,0.324015
0.347124,0.347124
0.323979,0.323979
0.349422,0.349422
0.313309,0.313309
0.339353,0.339353
0.343671,0.343671
0.311655,0.311655
0.344565,0.344565
0.335844,0.335844
0.328504,0.328504
0.338928,0.338928
0.325401,0.325401
0.325132,0.325132
0.336820,0.336820
0.318059,0.318059
0.318387,0.318387
0.337062,0.337062
0.330308,0.330308
0.318760,0.318760
0.330062,0.330062
0.333802,0.333802
0.329885,0.329885
0.330809,0.330809
0.339149,0.339149
0.330449,0.330449
0.318194,0.318194
0.318504,0.318504
0.313860,0.313860
0.330572,0.330572
0.334922,0.334922
0.321062,0.321062
0.317048,0.317048
0.335457,0.335457
0.329453,0.329453
0.320576,0.320576
0.324470,0.324470
0.317504,0.317504
0.319412,0.319412
0.320785,0.320785
0.313936,0.313936
0.330483,0.330483
0.328125,0.328125
0.305610,0.305610
0.328041,0.328041
0.316074,0.316074
0.336920,0.336920
0.323215,0.323215
0.325523,0.325523
0.328520,0.328520
0.322103,0.322103
0.313463,0.313463
0.338921,0.338921
0.330550,0.330550
0.325759,0.325759
0.332938,0.332938
0.342737,0.342737
0.332067,0.332067
0.306846,0.306846
0.329679,0.329679
0.325847,0.325847
0.335254,0.335254
0.338584,0.338584
0.307825,0.307825
0.334121,0.334121
0.326296,0.326296
0.311219,0.311219
0.314246,0.314246
0.312406,0.312406
0.319280,0.319280
0.319467,0.319467
0.348652,0.348652
0.319050,0.319050
0.340184,0.340184
0.328606,0.328606
0.320199,0.320199
0.325747,0.325747
0.315479,0.315479
0.315702,0.315702
0.327966,0.327966
0.322386,0.322386
0.323682,0.323682
0.330107,0.330107
0.334417,0.334417
0.333515,0.333515
0.337084,0.337084
0.323137,0.323137
0.350951,0.350951
0.320425,0.320425
0.332909,0.332909
0.335285,0.335285
0.305446,0.305446
0.342965,0.342965
0.343242,0.343242
0.334772,0.334772
0.312311,0.312311
0.318340,0.318340
0.327282,0.327282
0.329406,0.329406
0.313367,0.313367
0.310307,0.310307
0.331756,0.331756
0.333384,0.333384
0.333865,0.333865
0.330792,0.330792
0.324307,0.324307
0.343647,0.343647
0.309423,0.309423
0.333560,0.333560
0.306849,0.306849
0.342350,0.342350
0.322271,0.322271
0.340939,0.340939
0.328631,0.328631
0.333919,0.333919
0.319847,0.319847
0.324437,0.324437
0.321261,0.321261
0.330941,0.330941
0.323426,0.323426
0.328530,0.328530
0.321554,0.321554
0.328660,0.328660
0.311481,0.311481
0.328593,0.328593
0.329234,0.329234
0.335246,0.335246
0.313594,0.313594
0.334493,0.334493
0.314959,0.314959
0.342788,0.342788
0.312694,0.312694
0.328962,0.328962
0.336162,0.336162
0.325467,0.325467
0.323596,0.323596
0.321716,0.321716
0.336046,0.336046
0.327613,0.327613
0.335147,0.335147
0.314565,0.314565
0.325318,0.325318
0.323742,0.323742
0.334773,0.334773
0.315703,0.315703
0.324568,0.324568
0.328708,0.328708
0.323756,0.323756
0.332833,0.332833
0.312689,0.312689
0.344989,0.344989
0.332833,0.332833
0.333384,0.333384
0.324307,0.324307
0.313935,0.313935
0.328210,0.328210
0.325467,0.325467
0.327282,0.327282
0.339353,0.339353
0.317107,0.317107
0.324015,0.324015
0.336595,0.336595
0.324508,0.324508
0.321128,0.321128
0.356539,0.356539
0.328530,0.328530
0.350951,0.350951
0.321830,0.321830
0.323137,0.323137
0.325523,0.325523
0.330107,0.330107
0.340939,0.340939
0.325721,0.325721
0.324435,0.324435
0.329579,0.329579
0.340094,0.340094
0.328504,0.328504
0.318045,0.318045
0.324934,0.324934
0.328253,0.328253
0.318338,0.318338
0.329985,0.329985
0.327703,0.327703
0.327535,0.327535
0.324470,0.324470
0.319050,0.319050
0.333515,0.333515
0.313463,0.313463
0.334922,0.334922
0.317528,0.317528
0.329405,0.329405
0.347299,0.347299
0.318059,0.318059
0.338153,0.338153
0.306849,0.306849
0.325847,0.325847
0.310043,0.310043
0.323756,0.323756
0.312386,0.312386
0.339563,0.339563
0.317504,0.317504
0.325318,0.325318
0.339148,0.339148
0.323006,0.323006
0.322386,0.322386
0.325759,0.325759
0.312406,0.312406
0.318340,0.318340
0.342177,0.342177
0.326910,0.326910
0.342788,0.342788
0.347124,0.347124
0.342965,0.342965
0.335147,0.335147
0.328593,0.328593
0.332871,0.332871
0.318343,0.318343
0.343647,0.343647
0.335430,0.335430
0.318551,0.318551
0.338592,0.338592
0.317837,0.317837
0.319540,0.319540
0.329679,0.329679
0.311674,0.311674
0.335074,0.335074
0.314624,0.314624
0.347176,0.347176
0.330518,0.330518
0.334493,0.334493
0.336820,0.336820
0.341907,0.341907
0.328413,0.328413
0.336140,0.336140
0.339532,0.339532
0.330941,0.330941
0.344565,0.344565
0.334121,0.334121
0.345031,0.345031
0.338920,0.338920
0.322652,0.322652
0.319973,0.319973
0.328877,0.328877
0.316965,0.316965
0.334417,0.334417
0.328180,0.328180
0.332067,0.332067
0.338638,0.338638
0.328708,0.328708
0.336046,0.336046
0.325362,0.325362
0.325945,0.325945
0.321924,0.321924
0.318547,0.318547
0.318759,0.318759
0.323426,0.323426
0.334772,0.334772
0.343215,0.343215
0.333802,0.333802
0.311655,0.311655
0.335927,0.335927
0.332578,0.332578
0.326295,0.326295
0.331399,0.331399
0.335931,0.335931
0.322540,0.322540
0.311761,0.311761
0.312311,0.312311
0.311219,0.311219
0.338031,0.338031
